no_of_dependents,education,employment_type,income_annum,loan_amount,loan_term,cibil_score,bank_asset_value,loan_status
1,Graduate,1,489132,5187758,120,737,1393699,0
3,Graduate,1,722979,105286,60,790,1290441,1
0,Graduate,1,1627183,123432,120,685,1358597,1
1,Graduate,0,182137,252870,60,659,255393,0
2,Graduate,1,1372886,271162,240,855,1988463,1
1,Graduate,1,1060130,248883,12,762,2016100,1
0,Graduate,1,361251,444971,360,723,917409,1
0,Graduate,1,361022,345644,360,591,796757,0
2,Not Graduate,1,508788,139579,360,752,468562,1
1,Graduate,1,250328,193530,12,607,294640,0
2,Graduate,1,483443,2536609,36,783,484072,0
1,Not Graduate,1,2447913,377963,360,840,4013919,1
1,Not Graduate,1,711327,359104,60,817,1777697,1
2,Graduate,0,49713,118132,120,823,470641,1
1,Graduate,1,3377329,340028,60,644,2574076,0
0,Graduate,1,346454,1412543,36,787,580190,0
1,Graduate,1,337896,980238,36,678,634098,0
2,Graduate,0,25907,1216026,60,806,68454,0
0,Graduate,1,1238057,162170,120,731,1359212,1
0,Not Graduate,1,657337,159593,240,689,1843713,1
0,Graduate,1,1419091,1678541,240,684,1910928,1
3,Not Graduate,1,927715,1234620,240,749,2775765,1
0,Not Graduate,1,282390,417290,360,663,344498,1
1,Graduate,1,107144,1268112,36,575,455484,0
1,Graduate,1,463297,162267,360,802,426266,1
1,Graduate,1,1737468,155675,60,681,1948218,1
1,Not Graduate,1,517737,107209,36,833,791838,1
0,Graduate,1,1053973,775660,120,797,2235128,1
1,Graduate,1,845419,671129,360,738,1144973,1
2,Graduate,1,188188,320482,12,840,263523,0
2,Not Graduate,1,526961,247609,36,671,714480,1
0,Not Graduate,1,971992,6043830,120,783,2049191,0
2,Graduate,1,388591,417011,120,721,507659,1
1,Graduate,1,545779,2165294,120,553,856578,0
2,Graduate,1,997889,466797,12,675,743990,1
1,Graduate,1,773053,327514,240,640,1475710,0
1,Not Graduate,0,131516,2228099,60,658,307386,0
3,Graduate,1,991462,1190595,36,633,2202948,0
2,Not Graduate,1,339530,527493,12,544,1062323,0
1,Graduate,1,497804,1679008,120,744,983424,1
0,Graduate,1,741356,6718036,12,656,604409,0
0,Graduate,1,2128082,259794,36,698,3718525,1
0,Graduate,1,499408,866083,60,765,592860,1
0,Graduate,1,182397,358896,36,698,563397,1
0,Graduate,1,1037633,212237,360,773,1742294,1
2,Graduate,1,398523,206433,12,751,1180071,1
0,Graduate,1,260865,2656003,360,677,908997,1
1,Graduate,1,740471,87137,120,732,1281089,1
0,Graduate,1,1588489,897940,360,774,2214367,1
0,Graduate,1,460881,236749,120,691,1180362,1
0,Graduate,1,1085182,3180328,240,762,2959151,1
0,Graduate,1,1258625,411236,240,782,788565,1
2,Graduate,1,1374275,375491,60,673,538751,1
2,Graduate,0,154408,2596069,60,768,258458,0
0,Not Graduate,1,297489,1298603,360,675,655524,1
1,Not Graduate,1,331770,940556,360,776,295141,1
1,Graduate,1,1373372,1209614,240,620,2316488,0
2,Graduate,1,1244089,182905,240,731,1358744,1
2,Graduate,1,339177,1134512,36,728,601260,0
1,Graduate,1,4017278,442832,36,759,1369564,1
1,Graduate,1,308324,775237,360,714,928842,1
2,Graduate,1,1622650,877254,120,693,3907079,1
0,Graduate,1,2460148,177991,360,612,2205160,0
1,Graduate,1,796359,978545,120,689,962345,1
3,Not Graduate,1,394045,448490,240,657,299884,1
2,Graduate,1,400992,156385,36,790,386717,1
1,Not Graduate,1,591447,466696,240,759,267799,1
1,Graduate,1,1731842,551294,240,548,3090607,0
0,Graduate,1,279316,978358,60,864,680994,0
1,Graduate,0,108156,50000,240,768,576900,1
1,Graduate,1,974465,796622,120,687,961777,1
1,Graduate,1,1161578,323883,60,761,2412795,1
2,Graduate,1,3521422,1214536,36,624,6606417,0
2,Graduate,1,241384,539357,120,637,715877,0
0,Graduate,1,654845,387169,12,588,1673135,0
1,Graduate,0,122765,452480,36,704,454030,0
1,Graduate,0,133511,754197,360,795,288350,0
1,Not Graduate,1,623839,1339637,12,752,1057889,0
0,Graduate,1,1372198,221657,120,720,1340073,1
1,Not Graduate,1,451571,383210,36,723,737594,1
2,Graduate,1,1441404,2348637,12,873,1081386,0
1,Not Graduate,1,267573,376580,12,815,493456,1
3,Graduate,1,216307,780156,36,640,332413,0
4,Graduate,1,586031,157283,240,601,1762135,0
0,Graduate,0,174883,97294,120,711,346098,1
0,Not Graduate,1,780554,190955,120,682,1058982,1
3,Graduate,1,182398,271063,60,794,628858,1
3,Graduate,1,914320,1528673,36,652,1300942,0
0,Not Graduate,1,846078,1705768,120,812,1431183,1
0,Graduate,1,690816,78800,12,739,653869,1
0,Graduate,1,1034187,314504,36,642,1495676,0
4,Graduate,1,858857,1085758,360,610,568729,0
0,Graduate,1,577001,486332,12,723,972436,1
1,Graduate,1,3155967,2432812,36,665,4255353,1
2,Graduate,1,999138,1059704,12,784,2133810,1
0,Not Graduate,1,1352582,413459,12,695,2850236,1
1,Graduate,1,1721082,451951,36,460,1288464,0
0,Graduate,1,1244842,510532,60,711,3277450,1
2,Graduate,1,3799068,231895,12,569,4219176,0
0,Not Graduate,0,22208,1382237,36,637,357187,0
1,Graduate,1,725365,1135324,240,595,566561,0
1,Not Graduate,1,433801,851087,360,693,583724,1
0,Graduate,1,594205,688709,240,570,1590749,0
0,Graduate,1,406370,195204,360,603,551513,0
1,Graduate,1,1253900,894654,60,819,1906285,1
0,Graduate,1,351563,614830,36,719,724347,0
2,Graduate,1,773772,4001857,360,678,1947042,1
2,Graduate,1,1141253,148257,60,649,275269,0
1,Graduate,1,822627,262158,360,627,2032748,0
1,Not Graduate,1,356207,110564,12,866,597518,1
1,Not Graduate,1,1275891,434512,360,675,2994639,1
2,Not Graduate,1,681279,94759,360,543,1047871,0
1,Not Graduate,0,194466,1768251,240,627,644397,0
0,Graduate,1,332142,1610793,60,801,845904,0
0,Graduate,1,2237580,460638,12,826,4803135,1
1,Not Graduate,1,2391562,196080,240,553,3387929,0
1,Graduate,1,1111130,117700,60,636,1359699,0
1,Graduate,1,1365805,267302,12,595,1256875,0
0,Graduate,1,391352,1009909,360,565,867113,0
2,Graduate,1,592368,245965,120,756,806509,1
0,Graduate,1,1959682,3643940,240,726,3608604,1
0,Graduate,1,1025542,2399318,12,688,1376648,0
1,Graduate,1,768317,540810,120,673,937415,1
0,Not Graduate,1,628161,340486,60,753,883863,1
1,Not Graduate,1,1866503,305835,120,747,4431724,1
0,Not Graduate,0,4023,2672104,360,728,328472,0
1,Graduate,1,1226576,280212,240,734,2538837,1
1,Not Graduate,1,769133,1375556,36,900,1408401,0
0,Not Graduate,1,548309,552269,60,591,343323,0
0,Graduate,1,1269852,1103019,120,616,3442661,0
2,Not Graduate,1,302087,237899,12,778,286260,0
1,Graduate,0,90409,387349,36,790,390687,0
1,Not Graduate,1,228462,527454,36,900,210264,0
0,Graduate,1,1959468,287400,60,646,2346041,0
1,Graduate,1,409817,1884596,120,774,588248,0
1,Graduate,1,1007725,251624,240,693,2293806,1
1,Graduate,1,659708,303448,120,771,1530754,1
2,Graduate,1,5000000,2102631,120,531,10145439,0
0,Not Graduate,0,143968,1732242,60,703,428821,0
0,Not Graduate,1,164437,2644463,60,697,405581,0
2,Not Graduate,1,1867943,80155,12,625,2606203,0
3,Graduate,1,535137,660480,240,736,914314,1
0,Not Graduate,1,621106,591419,60,625,1869786,1
1,Graduate,1,425912,308126,12,714,732811,1
0,Not Graduate,1,852978,747477,360,675,376282,1
0,Graduate,0,140265,391820,36,664,401635,0
0,Graduate,1,435224,635388,12,730,1319653,1
0,Not Graduate,1,485767,16221945,240,745,518154,0
2,Not Graduate,1,790980,742019,12,664,1870966,1
1,Graduate,0,25234,773848,360,638,374365,0
0,Not Graduate,1,230222,1228395,12,696,614321,0
0,Graduate,1,2774534,647351,60,745,5617178,1
2,Graduate,1,948139,180226,240,763,608807,1
0,Graduate,1,479295,104118,12,665,1012109,1
1,Graduate,1,187800,524766,120,618,624621,0
0,Graduate,1,697283,412870,12,678,721166,1
1,Graduate,1,1604228,75841,36,714,1287647,1
0,Graduate,1,5000000,2756280,36,528,11390193,0
0,Graduate,1,3313929,601392,12,698,878417,1
0,Graduate,1,358774,2279430,360,613,675186,0
0,Graduate,1,490588,57996,12,681,1371268,1
1,Graduate,1,224762,2323271,120,676,416846,0
1,Graduate,1,372009,332632,12,654,831434,1
0,Graduate,1,615214,1903410,60,671,1770176,0
0,Graduate,1,543774,669889,240,808,978657,1
1,Graduate,1,3774029,850225,360,683,6787308,1
1,Graduate,1,254667,851297,120,900,874973,0
3,Not Graduate,1,703571,353225,12,661,1790001,1
1,Graduate,0,61141,283080,360,607,324411,0
1,Graduate,0,101385,376562,60,796,498320,1
1,Graduate,1,249355,124006,360,623,470984,0
3,Graduate,1,1762248,334131,12,666,1595337,1
2,Not Graduate,1,577913,269199,120,520,1586108,0
0,Graduate,1,237616,121066,120,690,364807,1
0,Graduate,1,135650,854837,36,890,434406,0
0,Graduate,1,333397,544551,36,752,1186416,1
1,Graduate,1,883374,691101,12,695,2108375,1
2,Graduate,1,1021937,1085390,240,656,726762,1
1,Not Graduate,1,489553,425976,60,588,408614,0
0,Not Graduate,1,1529784,211352,36,884,2331459,1
2,Graduate,1,294020,732297,36,533,631953,0
2,Not Graduate,1,70147,50000,240,781,485794,1
0,Graduate,1,914417,485000,360,704,478552,1
1,Not Graduate,1,2047390,1161437,120,735,2045466,1
1,Not Graduate,1,2062577,1539433,12,850,2997053,1
2,Graduate,1,257854,318238,12,610,575686,0
2,Graduate,1,471769,57446,60,751,1574579,1
1,Graduate,1,1301536,50000,240,593,3354334,0
1,Graduate,0,105009,1022797,360,900,712844,0
2,Graduate,1,793578,379275,240,697,998199,1
1,Not Graduate,1,411205,4062459,240,596,829190,0
0,Not Graduate,1,305128,131780,120,687,242490,1
2,Not Graduate,1,356076,760959,240,741,989414,1
0,Not Graduate,1,1566853,2848638,120,858,2290642,1
0,Not Graduate,1,737503,664281,12,681,1988820,1
2,Graduate,1,2017773,109981,120,648,2205417,0
2,Graduate,1,1106084,8646034,12,798,1601492,0
1,Graduate,1,2637052,2624989,60,711,967503,1
0,Graduate,1,1403464,430522,240,705,1925718,1
0,Graduate,1,1339052,1225615,60,730,2275484,1
0,Graduate,1,662389,1238809,240,538,651987,0
0,Not Graduate,1,5000000,1026608,360,696,2892463,1
2,Not Graduate,1,798235,135707,60,655,2106239,1
0,Graduate,1,150431,747251,36,650,329252,0
1,Not Graduate,1,903857,2328455,36,728,2549350,0
0,Graduate,1,332423,894953,120,489,860129,0
4,Not Graduate,1,1645602,803836,360,616,1019848,0
0,Graduate,1,1303617,315898,60,709,682916,1
0,Graduate,1,625801,218823,240,748,1118879,1
0,Not Graduate,1,358500,112137,12,697,738943,1
1,Graduate,1,820066,1152523,120,594,2130993,0
1,Graduate,1,436704,433269,360,673,858177,1
1,Graduate,1,1369893,141297,120,790,1393993,1
1,Graduate,1,1138033,1434617,360,801,2956058,1
0,Not Graduate,0,161065,300465,36,663,466041,1
1,Graduate,1,510889,229150,360,601,890205,0
1,Not Graduate,1,572208,328979,60,856,1158169,1
0,Graduate,1,644467,445481,60,900,1423271,1
0,Graduate,1,667444,854286,360,752,197689,1
0,Graduate,1,1658896,225186,120,702,3918906,1
0,Not Graduate,1,584740,1484181,36,604,1073939,0
1,Graduate,1,3533874,876971,12,725,8788377,1
0,Graduate,1,1162193,322977,36,710,995321,1
0,Graduate,0,131284,460565,60,638,205717,0
0,Graduate,1,403125,354112,12,639,733033,0
3,Not Graduate,1,1677303,577154,120,646,3453299,0
2,Graduate,1,746250,2470358,12,809,1375475,0
0,Graduate,1,734722,350481,120,746,1604608,1
0,Graduate,1,451899,653087,36,812,930850,1
0,Graduate,1,694427,268717,12,693,1860679,1
1,Graduate,1,437501,919840,240,730,731692,1
0,Graduate,1,2168116,712408,60,689,3827921,1
1,Graduate,1,1294516,2042362,120,597,2464337,0
1,Graduate,0,168687,235816,12,747,624817,1
2,Graduate,1,626826,1077953,12,649,761636,0
0,Not Graduate,1,785235,1912809,360,741,1710250,1
2,Not Graduate,1,726190,348844,240,571,1017526,0
2,Graduate,1,339235,475939,360,777,140030,1
0,Graduate,1,159433,653918,360,752,176672,1
0,Graduate,1,385323,426522,360,631,1225251,0
0,Not Graduate,1,658148,645202,36,721,954654,1
0,Graduate,0,18392,1059636,240,710,384431,0
0,Not Graduate,1,1404891,482156,12,875,2640028,1
1,Graduate,1,607238,478399,60,681,1360059,1
1,Graduate,1,3265289,705499,12,722,4245982,1
3,Graduate,1,465470,362518,12,602,1122883,0
0,Graduate,1,816329,380897,12,732,1317537,1
3,Graduate,1,578914,219946,360,798,568195,1
0,Not Graduate,1,1036979,518066,240,797,1111264,1
2,Not Graduate,0,189907,845556,240,720,333040,0
0,Not Graduate,1,1186626,412859,120,726,2363441,1
0,Graduate,1,143682,249319,120,736,167082,1
2,Graduate,1,1088040,490795,360,736,2397050,1
0,Graduate,1,324908,803785,360,726,614478,1
1,Graduate,1,569312,614134,120,551,1012949,0
1,Not Graduate,1,1266114,5023060,12,774,2184378,0
1,Graduate,1,297804,280291,120,717,864048,1
1,Graduate,1,1839047,464949,120,686,3014703,1
2,Not Graduate,0,70081,1177963,36,590,270810,0
0,Not Graduate,1,4142250,269768,360,780,7232517,1
1,Graduate,0,13154,3716224,360,877,137628,0
2,Graduate,1,2854120,542865,240,813,6168960,1
0,Not Graduate,1,1901480,947084,120,661,5021148,1
0,Graduate,1,447358,550737,240,562,961366,0
2,Not Graduate,1,257467,1496497,60,592,807308,0
1,Graduate,1,798828,186680,360,709,1298658,1
1,Graduate,1,457661,2602147,36,751,791343,0
0,Graduate,1,2581225,681273,60,791,5846898,1
1,Not Graduate,0,54146,1043883,360,727,526556,0
0,Not Graduate,1,573593,258234,240,643,1111385,0
1,Not Graduate,1,238776,757094,240,713,548288,1
2,Graduate,1,1020061,205255,60,656,2211053,1
0,Not Graduate,1,285107,1750906,120,745,201659,0
1,Graduate,1,1039187,148775,36,791,2106834,1
4,Graduate,1,1160165,630440,240,672,938683,1
1,Graduate,0,13042,366434,12,733,38111,0
2,Not Graduate,1,1567925,113252,36,697,3138593,1
1,Not Graduate,1,585428,212063,60,683,1719998,1
2,Graduate,0,49678,847116,240,658,353614,0
0,Graduate,0,97101,220453,240,764,502631,1
0,Not Graduate,0,103812,276738,360,801,366958,1
0,Graduate,1,1094333,784925,60,751,2679552,1
1,Not Graduate,1,1025443,1348955,12,739,368998,0
2,Graduate,1,995845,1046306,360,722,1408890,1
0,Graduate,1,982140,515773,12,628,2181756,0
1,Graduate,1,335658,671748,240,832,258641,1
2,Graduate,1,2822347,608496,120,704,1659260,1
1,Graduate,1,1567510,191691,12,697,1302198,1
0,Graduate,1,1066662,714572,12,776,2156362,1
1,Graduate,1,251103,189992,120,708,767641,1
0,Graduate,1,333469,998766,360,704,572161,1
0,Not Graduate,1,1234239,618551,12,619,661912,0
4,Graduate,0,130296,62056,120,639,502828,1
0,Graduate,1,956430,1438508,60,694,509337,1
0,Not Graduate,1,251464,320606,360,817,292001,1
2,Graduate,1,364242,295137,36,616,846629,0
0,Graduate,1,235895,1405499,36,615,623942,0
1,Graduate,1,888140,458969,60,635,1072637,0
0,Not Graduate,0,182439,982064,12,768,486292,0
0,Not Graduate,1,963583,281150,36,686,799246,1
0,Graduate,1,1052066,1207025,60,635,809409,0
0,Not Graduate,1,834315,658158,36,766,481407,1
1,Graduate,1,1259411,810102,12,628,2146507,0
2,Graduate,1,1059882,452017,360,718,2244857,1
1,Not Graduate,1,83110,2757320,120,599,153754,0
3,Graduate,1,1506117,3507602,60,830,3551453,0
0,Not Graduate,1,1384599,59651,360,807,1844396,1
1,Graduate,1,545877,1364577,36,711,452134,0
1,Graduate,1,150336,183553,12,845,686906,1
3,Not Graduate,1,885563,899574,360,656,2025878,1
0,Graduate,1,947259,91338,36,614,689928,0
1,Not Graduate,1,512785,808744,12,838,809353,0
2,Not Graduate,1,846918,234160,12,627,946936,0
0,Not Graduate,1,1719376,341525,12,702,4331293,1
2,Graduate,1,4965464,350776,12,900,3316959,1
0,Graduate,1,820380,259224,60,649,1791730,0
2,Not Graduate,1,952772,266356,360,706,1164090,1
3,Not Graduate,0,36237,362937,120,793,68314,0
1,Graduate,1,488398,463271,60,761,1204671,1
1,Not Graduate,1,654198,746485,36,604,1826092,0
0,Graduate,1,1871357,3473624,60,787,824309,1
3,Not Graduate,1,1404463,209635,60,684,1932637,1
1,Graduate,1,3414298,613360,36,775,5563644,1
0,Graduate,1,221420,1170161,120,583,404597,0
1,Graduate,1,252966,265961,60,884,391636,1
1,Graduate,1,1761482,56541,12,682,700806,1
0,Not Graduate,1,2324669,80075,60,753,621272,1
0,Graduate,1,749006,58659,36,630,1239281,0
0,Not Graduate,1,20486,2520875,120,564,419876,0
1,Graduate,1,402389,998645,60,673,1200821,0
1,Graduate,1,953977,1150808,60,782,2376710,1
1,Graduate,1,355211,1441807,36,788,889567,0
2,Graduate,1,845853,303922,240,654,1183589,1
2,Graduate,1,3331204,5406133,240,844,4930803,1
1,Graduate,1,2282783,755750,360,618,2839774,0
0,Graduate,1,1393199,502437,60,683,1436334,1
1,Graduate,1,692761,1639663,360,746,1488750,1
1,Graduate,1,491032,1053153,12,616,1250767,0
1,Not Graduate,0,180111,2053478,60,453,607586,0
1,Graduate,1,744386,2177816,360,778,546093,1
0,Graduate,0,121407,379554,240,721,180214,0
3,Graduate,0,107052,651494,60,717,471115,0
0,Graduate,1,411834,217685,12,622,625987,0
1,Graduate,1,1331062,106055,120,711,1269342,1
0,Graduate,1,302291,1247681,60,659,429609,0
3,Not Graduate,1,902176,1407092,36,639,2259342,0
0,Not Graduate,1,1014597,74440,12,799,512440,1
0,Graduate,1,1063111,263759,60,631,2917500,0
0,Not Graduate,1,1141908,571536,240,704,2910756,1
0,Graduate,1,1205229,628686,360,715,1050455,1
0,Graduate,1,442840,4176570,60,645,269899,0
1,Graduate,1,225455,288676,360,674,663501,1
1,Graduate,1,362642,455291,240,756,672104,1
0,Graduate,0,21517,1034943,36,811,29039,0
0,Graduate,1,279099,380711,120,704,434040,1
2,Not Graduate,1,317270,326121,240,749,670848,1
1,Graduate,1,315869,300420,60,660,481093,1
2,Graduate,0,181172,682133,36,665,471426,0
1,Graduate,1,291383,453300,12,634,538846,1
0,Not Graduate,0,113380,1069262,60,740,683998,0
0,Graduate,1,411098,772554,360,643,827689,0
0,Graduate,1,180024,50000,360,666,530562,1
2,Graduate,1,484409,93758,360,683,1334570,1
4,Graduate,1,1097381,327498,12,589,2469087,0
1,Graduate,1,168616,1439782,360,641,184445,0
0,Graduate,1,1563829,281622,360,729,1024041,1
0,Graduate,1,230317,785904,240,658,683839,1
0,Graduate,1,531582,983129,360,871,742512,1
1,Graduate,1,526174,927516,36,789,834481,0
0,Graduate,1,465490,312567,120,797,406346,1
3,Graduate,1,692565,171426,60,605,261982,0
0,Graduate,1,1359800,145477,36,651,2170965,1
3,Graduate,1,705991,10542604,36,673,1696383,0
2,Not Graduate,1,449306,852071,120,700,761848,1
2,Graduate,1,1051658,3404412,360,854,2418757,1
1,Graduate,1,860966,234894,240,568,1937936,0
1,Graduate,1,426939,1882890,360,698,521398,1
1,Not Graduate,0,43036,335436,360,659,221730,0
1,Not Graduate,1,399562,524946,120,710,1154311,1
1,Graduate,1,364911,405808,120,713,1000308,1
4,Graduate,1,1389759,224260,120,661,2039837,1
2,Graduate,1,1042953,227695,360,703,2681388,1
2,Graduate,1,1350929,519640,12,707,643636,0
2,Not Graduate,1,1212388,300415,360,617,2778400,0
0,Graduate,1,358693,613367,60,889,688921,1
0,Graduate,1,1625011,233788,120,696,2865276,1
1,Graduate,1,574878,1096310,60,858,1699610,1
1,Graduate,1,1533976,341136,360,770,1934725,1
2,Not Graduate,1,659941,2777144,360,707,1102230,1
1,Graduate,1,937086,513689,120,673,1060717,1
1,Not Graduate,1,959898,487877,240,730,1960635,1
1,Graduate,1,1398009,2685923,240,542,1053600,0
0,Graduate,1,197276,329298,120,578,455877,0
1,Graduate,1,206670,359724,36,639,778039,0
2,Graduate,1,1248394,268076,60,588,667528,0
0,Graduate,1,970037,662935,240,705,1343847,1
1,Graduate,1,392183,259061,12,713,1064788,1
1,Graduate,1,976223,1174866,36,861,478291,0
0,Graduate,1,236483,515772,240,738,937972,1
0,Graduate,0,64739,1250295,36,721,560203,0
4,Graduate,1,2082869,1117031,360,719,2638748,1
0,Graduate,1,1200012,323682,60,729,650552,1
0,Not Graduate,1,774911,258597,360,676,366967,1
0,Graduate,1,444638,389118,360,692,701525,1
1,Graduate,1,255723,545178,36,637,960722,0
1,Graduate,1,665931,754659,12,560,1756521,0
1,Not Graduate,1,366660,843344,36,672,414954,0
0,Graduate,1,384172,523385,360,731,641812,1
2,Not Graduate,1,234824,273435,240,799,190598,1
0,Graduate,1,890671,300551,12,680,1809615,1
0,Graduate,1,539503,907413,360,626,469132,0
1,Graduate,1,1119124,282043,60,709,2743528,1
0,Graduate,1,1051448,946223,240,639,995114,0
2,Graduate,1,876394,977702,60,593,2035292,0
3,Not Graduate,1,5000000,2505293,360,615,12554707,0
0,Graduate,1,1409808,334083,120,727,677621,1
2,Not Graduate,1,266078,390368,240,726,183808,1
2,Graduate,1,1052826,53492,36,757,866258,1
3,Graduate,1,698566,210433,60,730,1168624,1
0,Graduate,1,249390,207704,36,810,56050,1
1,Graduate,0,133487,895978,360,840,388540,0
0,Not Graduate,1,1048176,3293228,12,763,1696410,0
2,Graduate,1,1274466,965844,60,655,366866,1
0,Not Graduate,1,315841,1455400,60,739,556776,0
1,Graduate,1,1585061,265314,12,681,3654489,1
0,Graduate,1,916146,163084,12,729,1094519,1
0,Not Graduate,1,1898713,424207,12,705,4382333,1
1,Graduate,0,326,289597,360,701,105526,0
2,Not Graduate,1,642582,228412,12,733,1413323,1
1,Graduate,1,2699237,672166,120,868,3350292,1
2,Not Graduate,1,296768,165062,60,762,917829,1
0,Graduate,1,4936838,1234875,360,725,11644235,1
1,Graduate,1,361122,362419,360,714,161548,1
1,Graduate,1,701936,516464,120,824,1052966,1
0,Graduate,0,6453,597068,120,638,108082,0
1,Graduate,1,539591,338840,36,766,183229,1
1,Graduate,1,5000000,1915614,60,900,2057108,1
1,Graduate,1,503743,108468,60,747,1048592,1
2,Graduate,0,159090,1949990,360,657,841791,0
1,Graduate,1,604210,381912,60,626,1418720,0
0,Graduate,0,109294,1356946,60,686,655083,1
0,Graduate,1,471970,660822,12,802,515562,0
1,Graduate,1,895292,1264891,240,780,1745566,1
