no_of_dependents,education,employment_type,income_annum,loan_amount,loan_term,cibil_score,bank_asset_value,loan_status,total_assets,loan_to_income,loan_to_asset
0,Graduate,1,500000,1300000,4,825,200000,Approved,200000,2.5999948000104,6.499967500162499
2,Graduate,1,6100000,22300000,8,694,7200000,Approved,7200000,3.655737105616868,3.0972217920525287
3,Graduate,1,8500000,30800000,20,448,7900000,Rejected,7900000,3.6235289854671784,3.898733683704597
5,Graduate,1,7600000,18000000,12,452,4700000,Rejected,4700000,2.368420740997271,3.8297864191943787
3,Not Graduate,0,8700000,17900000,12,897,12500000,Approved,12500000,2.0574710278768933,1.4319998854400091
4,Not Graduate,0,9400000,20200000,10,803,4800000,Approved,4800000,2.1489359416025593,4.208332456597405
1,Not Graduate,1,400000,900000,8,828,300000,Approved,300000,2.2499943750140625,2.9999900000333333
0,Graduate,0,2700000,7500000,6,832,2500000,Approved,2500000,2.7777767489715743,2.99999880000048
1,Not Graduate,1,2300000,5500000,6,861,1700000,Approved,1700000,2.3913033081289963,3.2352922145339913
0,Graduate,0,7500000,15900000,2,535,4500000,Rejected,4500000,2.119999717333371,3.5333325481483224
4,Not Graduate,1,7100000,19400000,16,363,4000000,Rejected,4000000,2.7323939813529603,4.849998787500303
1,Not Graduate,1,8800000,28600000,8,631,7700000,Approved,7700000,3.24999963068186,3.714285231911009
2,Not Graduate,0,8400000,20700000,6,513,7900000,Rejected,7900000,2.464285420918402,2.6202528328793884
0,Graduate,1,4700000,16200000,16,317,2500000,Rejected,2500000,3.446807777274941,6.4799974080010365
1,Graduate,0,6900000,19500000,2,809,9300000,Approved,9300000,2.8260865469439787,2.0967739680888204
3,Not Graduate,0,2400000,8200000,10,531,2000000,Rejected,2000000,3.4166652430561486,4.099997950001025
1,Not Graduate,1,1600000,4800000,14,544,1200000,Rejected,1200000,2.999998125001172,3.9999966666694444
0,Graduate,0,3500000,7800000,14,366,4900000,Rejected,4900000,2.2285707918369164,1.591836409829304
0,Not Graduate,0,3700000,12700000,14,797,3700000,Approved,3700000,3.432431504748242,3.432431504748242
1,Not Graduate,0,3200000,12000000,16,597,2200000,Approved,2200000,3.7499988281253662,5.454542975207739
2,Not Graduate,1,7000000,22500000,12,632,4900000,Approved,4900000,3.2142852551021064,4.591835797584531
5,Not Graduate,0,9300000,28300000,12,741,5200000,Approved,5200000,3.04301042548275,5.442306645710261
0,Not Graduate,0,200000,800000,20,331,100000,Rejected,100000,3.9999800000999994,7.999920000799992
4,Graduate,0,6900000,16500000,8,426,9000000,Rejected,9000000,2.3913040012602895,1.8333331296296522
3,Not Graduate,0,9000000,26500000,8,533,6000000,Rejected,6000000,2.944444117283987,4.416665930555678
1,Not Graduate,0,6900000,22700000,16,394,8700000,Rejected,8700000,3.289854595673247,2.6091951023913675
0,Graduate,0,7500000,25100000,14,877,10700000,Approved,10700000,3.346666220444504,2.345794173290264
5,Not Graduate,0,9200000,28000000,8,527,6400000,Rejected,6400000,3.043477930056747,4.374999316406357
1,Graduate,0,4600000,12700000,8,468,3900000,Rejected,3900000,2.760868965028486,3.2564094214334816
4,Graduate,1,5000000,19600000,18,611,4600000,Approved,4600000,3.9199992160001567,4.2608686389416
2,Graduate,0,4500000,17200000,6,832,6700000,Approved,6700000,3.822221372839695,2.567163795945702
0,Graduate,0,7900000,22700000,18,508,8900000,Rejected,8900000,2.873417357795271,2.550561511172864
5,Not Graduate,0,5100000,13500000,20,840,4500000,Approved,4500000,2.6470583044983718,2.9999993333334816
4,Graduate,0,3700000,7600000,14,794,4500000,Approved,4500000,2.0540534989044597,1.6888885135803302
1,Not Graduate,0,5300000,17800000,12,889,6800000,Approved,6800000,3.3584899323603903,2.6176466738754893
4,Not Graduate,0,200000,500000,16,765,100000,Approved,100000,2.4999875000625,4.999950000499995
3,Graduate,1,9000000,18600000,16,518,10300000,Rejected,10300000,2.0666664370370627,1.8058250673956244
3,Not Graduate,0,6900000,17100000,4,694,6000000,Approved,6000000,2.4782605103970274,2.8499995250000794
2,Not Graduate,0,700000,2300000,8,663,1000000,Approved,1000000,3.2857095918434402,2.2999977000023
0,Graduate,0,2500000,8900000,2,662,3000000,Approved,3000000,3.5599985760005697,2.9666656777781073
0,Not Graduate,0,4600000,14400000,14,642,4800000,Approved,4800000,3.130434102079543,2.9999993750001304
4,Graduate,0,1000000,3900000,10,701,900000,Approved,900000,3.8999961000039,4.333328518523868
4,Not Graduate,1,9200000,30100000,6,632,6200000,Approved,6200000,3.271738774811003,4.8548379266390445
3,Graduate,1,2200000,4400000,2,861,2300000,Approved,2300000,1.9999990909095042,1.913042646503197
4,Graduate,1,9700000,33300000,12,784,6500000,Approved,6500000,3.432989336805223,5.123076134911364
0,Graduate,1,5500000,18200000,4,332,5600000,Approved,5600000,3.309090307438126,3.2499994196429607
4,Not Graduate,1,1300000,3400000,2,763,1400000,Approved,1400000,2.6153826035518435,2.42856969387879
1,Not Graduate,1,7900000,19100000,2,593,7800000,Approved,7800000,2.417721212946682,2.4487176347797903
2,Not Graduate,0,4300000,8800000,6,512,2700000,Rejected,2700000,2.046511151974151,3.2592580521266474
0,Not Graduate,0,3800000,13300000,6,655,2600000,Approved,2600000,3.499999078947611,5.115382647929751
3,Not Graduate,0,8700000,24700000,8,369,4800000,Rejected,4800000,2.839080133439065,5.145832261284945
3,Graduate,0,1300000,3100000,14,348,600000,Rejected,600000,2.384613550297269,5.166658055569908
1,Not Graduate,1,6800000,16800000,10,736,5600000,Approved,5600000,2.4705878719723717,2.99999946428581
1,Not Graduate,0,9100000,24000000,20,353,10900000,Rejected,10900000,2.637362347542599,2.2018346603821413
0,Graduate,0,3000000,11300000,16,478,2000000,Rejected,2000000,3.7666654111115294,5.649997175001412
0,Not Graduate,1,1200000,3000000,4,827,1500000,Approved,1500000,2.499997916668403,1.9999986666675555
1,Not Graduate,1,5000000,16900000,12,517,5400000,Rejected,5400000,3.3799993240001354,3.1296290500686945
5,Graduate,1,9700000,24700000,18,648,6800000,Approved,6800000,2.546391490062733,3.632352407006999
2,Not Graduate,1,7000000,23800000,10,689,7800000,Approved,7800000,3.3999995142857835,3.0512816600920947
1,Graduate,0,4100000,9100000,20,550,4800000,Approved,4800000,2.2195116537776456,1.8958329383681378
0,Graduate,1,5300000,12900000,20,826,5200000,Approved,5200000,2.433961804912867,2.4807687536983165
1,Not Graduate,0,7300000,19200000,14,599,3700000,Approved,3700000,2.6301366260086816,5.189187786706004
1,Graduate,0,6500000,18500000,16,815,4000000,Approved,4000000,2.846153408284091,4.624998843750289
4,Graduate,1,600000,1400000,4,761,300000,Approved,300000,2.333329444450926,4.666651111162963
3,Not Graduate,1,5200000,15000000,20,432,5100000,Rejected,5100000,2.8846148298817633,2.94117589388708
4,Not Graduate,1,2800000,9200000,18,442,1300000,Rejected,1300000,3.285713112245317,7.076917633140282
1,Graduate,1,7800000,23300000,6,620,7600000,Approved,7600000,2.987179104207807,3.065789070290912
2,Graduate,0,3000000,6500000,4,476,1500000,Rejected,1500000,2.166665944444685,4.3333304444463705
4,Graduate,0,9300000,34900000,6,837,8500000,Approved,8500000,3.752687768528197,4.10588186989625
3,Not Graduate,1,5100000,18000000,6,510,7600000,Rejected,7600000,3.5294110726644954,2.368420740997271
4,Not Graduate,1,4300000,16100000,18,849,6400000,Approved,6400000,3.7441851757708893,2.515624606933655
3,Graduate,0,1100000,2100000,8,737,900000,Approved,900000,1.9090891735552968,2.3333307407436212
2,Graduate,0,6500000,16200000,10,809,8600000,Approved,8600000,2.4923073088757985,1.883720711195266
3,Not Graduate,0,6400000,23000000,8,520,3800000,Rejected,3800000,3.5937494384766504,6.052629986150004
2,Not Graduate,0,7400000,22500000,16,834,6000000,Approved,6000000,3.040540129656739,3.749999375000104
4,Graduate,0,8700000,32100000,8,397,4800000,Rejected,4800000,3.689654748315546,6.687498606771124
0,Not Graduate,0,9200000,24700000,14,438,10700000,Rejected,10700000,2.6847823168714875,2.3084109992139252
1,Graduate,1,6200000,19700000,18,820,4700000,Approved,4700000,3.1774188423517997,4.19148846989607
1,Not Graduate,0,1200000,4600000,20,323,1400000,Rejected,1400000,3.833330138891551,3.2857119387771867
1,Not Graduate,1,7000000,20300000,14,837,5500000,Approved,5500000,2.899999585714345,3.690908419834833
5,Graduate,1,3800000,10100000,2,571,3300000,Approved,3300000,2.657894037396306,3.0606051331499597
0,Graduate,0,4900000,16300000,14,479,2700000,Rejected,2700000,3.326529933361238,6.037034801098222
2,Graduate,1,7800000,22100000,6,533,10800000,Rejected,10800000,2.8333329700855168,2.0462961068244345
1,Not Graduate,1,7400000,17200000,8,899,4900000,Approved,4900000,2.3243240102264853,3.510203365264619
1,Not Graduate,0,7000000,26600000,16,460,4600000,Rejected,4600000,3.7999994571429347,5.7826074385636
1,Not Graduate,0,4900000,12500000,2,636,5000000,Approved,5000000,2.551019887546962,2.4999995000001
3,Not Graduate,0,5800000,20600000,20,434,7000000,Rejected,7000000,3.5517235255649093,2.9428567224490396
5,Not Graduate,0,2000000,6900000,18,516,1600000,Rejected,1600000,3.4499982750008624,4.312497304689185
4,Graduate,0,8300000,24600000,2,382,6600000,Rejected,6600000,2.9638550645957755,3.7272721625345206
0,Graduate,1,1000000,2800000,12,616,700000,Approved,700000,2.7999972000028,3.999994285722449
3,Graduate,0,5500000,11600000,6,745,5400000,Approved,5400000,2.1090905256199046,2.1481477503430093
5,Graduate,0,1400000,3400000,6,697,1600000,Approved,1600000,2.42856969387879,2.1249986718758302
4,Graduate,0,3700000,12300000,6,364,4400000,Rejected,4400000,3.3243234258585335,2.7954539101241114
2,Not Graduate,1,2100000,6900000,2,566,1000000,Approved,1000000,3.2857127210891806,6.8999931000069
4,Not Graduate,0,6200000,21900000,12,462,8300000,Rejected,8300000,3.5322574947971783,2.63855389896941
0,Not Graduate,0,9300000,31900000,2,331,8000000,Approved,8000000,3.430107158052994,3.9874995015625623
3,Not Graduate,1,5100000,10300000,12,839,7500000,Approved,7500000,2.0196074471357948,1.3733331502222466
0,Graduate,1,7000000,14000000,4,702,7600000,Approved,7600000,1.999999714285755,1.842105020775655
3,Graduate,1,5300000,17900000,2,580,3600000,Approved,3600000,3.3773578533287067,4.972220841049767
3,Graduate,0,900000,2800000,10,560,1300000,Approved,1300000,3.1111076543248286,2.1538444970426944
4,Not Graduate,1,9400000,25700000,14,845,12200000,Approved,12200000,2.7340422623359295,2.106557204380557
4,Not Graduate,1,2600000,8500000,4,392,2900000,Approved,2900000,3.269229511834803,2.9310334720574236
2,Graduate,0,1500000,4900000,16,387,1300000,Rejected,1300000,3.2666644888903407,3.7692278698247157
1,Graduate,1,1800000,6300000,12,749,2700000,Approved,2700000,3.499998055556636,2.3333324691361224
3,Graduate,1,7800000,20000000,14,727,8600000,Approved,8600000,2.564102235371508,2.325581124932427
3,Graduate,1,2100000,7400000,14,656,2800000,Approved,2800000,3.5238078458057878,2.642856198979929
0,Not Graduate,1,8300000,17500000,20,643,5100000,Approved,5100000,2.108433480911629,3.431371876201593
2,Not Graduate,1,4400000,16800000,4,307,5800000,Approved,5800000,3.8181809504134203,2.8965512247325473
2,Not Graduate,0,2300000,5000000,16,588,1500000,Approved,1500000,2.1739120982990876,3.3333311111125927
3,Graduate,1,7700000,22300000,20,895,9100000,Approved,9100000,2.8961035199865557,2.4505491812583315
0,Not Graduate,1,9300000,29400000,10,351,6100000,Rejected,6100000,3.161289982656991,4.819671341037485
5,Not Graduate,0,5900000,16400000,12,891,4700000,Approved,4700000,2.7796605458202466,3.4893609597104343
5,Not Graduate,1,1900000,4900000,4,442,900000,Rejected,900000,2.578946011081047,5.44443839506845
0,Not Graduate,0,6900000,19500000,20,686,6200000,Approved,6200000,2.8260865469439787,3.1451607830385835
4,Graduate,1,2100000,8200000,20,432,1000000,Rejected,1000000,3.904760045352359,8.1999918000082
0,Not Graduate,0,8200000,20900000,14,766,12100000,Approved,12100000,2.548780176978027,1.7272725845229269
4,Not Graduate,0,7700000,17200000,6,561,6800000,Approved,6800000,2.2337659436667607,2.5294113927336186
5,Not Graduate,0,7700000,19000000,2,539,4100000,Rejected,4100000,2.4675321470737472,4.634145211184094
1,Graduate,0,700000,1400000,6,759,700000,Approved,700000,1.9999971428612244,1.9999971428612244
5,Graduate,0,7100000,18200000,8,750,5300000,Approved,5300000,2.5633799206507155,3.4339616162336575
2,Graduate,0,3900000,13600000,10,373,3600000,Rejected,3600000,3.48717859303113,3.777776728395353
1,Not Graduate,1,5200000,20500000,10,407,3800000,Rejected,3800000,3.9423069341717434,5.394735422438047
4,Not Graduate,0,5500000,20200000,14,611,7200000,Approved,7200000,3.672726604958799,2.805555165895116
3,Graduate,0,2600000,6300000,10,783,2600000,Approved,2600000,2.4230759911246187,2.4230759911246187
0,Not Graduate,1,7300000,24000000,18,651,4500000,Approved,4500000,3.2876707825108515,5.333332148148411
3,Graduate,0,8700000,31100000,16,760,4800000,Rejected,4800000,3.5747122327916974,6.479165316840559
3,Graduate,0,9000000,22700000,16,793,7000000,Approved,7000000,2.52222194197534,3.242856679591903
4,Graduate,0,400000,800000,16,685,600000,Approved,600000,1.9999950000125,1.3333311111148147
2,Not Graduate,1,3300000,10700000,8,806,4900000,Approved,4900000,3.2424232598717393,2.1836730237401993
1,Not Graduate,0,6300000,17800000,12,770,3200000,Approved,3200000,2.82539637692121,5.562498261719293
0,Not Graduate,0,7000000,23600000,14,663,7200000,Approved,7200000,3.371428089795987,3.2777773225309272
2,Graduate,1,2100000,8100000,4,592,2700000,Approved,2700000,3.857141020409038,2.9999988888893006
3,Not Graduate,0,7600000,26300000,18,580,5100000,Approved,5100000,3.4605258604571234,5.15686173394868
1,Graduate,0,8200000,17500000,4,609,7700000,Approved,7700000,2.1341460812016972,2.272726977567925
3,Not Graduate,1,9200000,23200000,8,380,6100000,Rejected,6100000,2.521738856332733,3.8032780650363827
3,Graduate,0,3800000,12100000,20,364,3000000,Rejected,3000000,3.1842096883658715,4.033331988889337
1,Graduate,0,3200000,8900000,12,866,2400000,Approved,2400000,2.7812491308596465,3.708331788195088
4,Not Graduate,0,9700000,31700000,10,342,12000000,Rejected,12000000,3.268040900201969,2.641666446527796
5,Graduate,0,4700000,14400000,16,884,3800000,Approved,3800000,3.063829135355503,3.7894726869808717
4,Graduate,1,3800000,12500000,18,859,2700000,Approved,2700000,3.289472818559785,4.629627914952624
4,Graduate,0,400000,1000000,20,692,200000,Approved,200000,2.499993750015625,4.999975000125
4,Not Graduate,1,3200000,6800000,16,675,4000000,Approved,4000000,2.1249993359377077,1.6999995750001062
5,Graduate,1,3900000,12700000,8,886,5400000,Approved,5400000,3.2564094214334816,2.351851416323812
1,Graduate,1,3500000,13100000,10,477,3100000,Rejected,3100000,3.742856073469693,4.225805088449971
2,Graduate,0,2200000,8300000,6,596,1800000,Approved,1800000,3.772725557852019,4.611108549384139
4,Not Graduate,0,6400000,19700000,20,400,6200000,Rejected,6200000,3.078124519043044,3.1774188423517997
3,Graduate,0,9100000,19900000,2,711,13000000,Approved,13000000,2.1868129465040718,1.5307691130177605
0,Not Graduate,1,3300000,8900000,2,418,3700000,Rejected,3700000,2.6969688797064,2.4054047552960123
3,Graduate,0,7800000,21800000,8,517,9100000,Rejected,9100000,2.794871436554944,2.395604132351194
0,Not Graduate,1,6200000,16200000,6,508,3600000,Rejected,3600000,2.6129028043705156,4.499998750000347
3,Not Graduate,1,7000000,26100000,18,689,5900000,Approved,5900000,3.7285708959184434,4.423728063774904
0,Graduate,0,9200000,28200000,12,455,5900000,Rejected,5900000,3.0652170581285807,4.779660206837253
5,Not Graduate,1,7500000,20800000,6,617,8200000,Approved,8200000,2.773332963555605,2.5365850565140176
2,Graduate,0,5300000,13200000,10,500,2900000,Rejected,2900000,2.4905655678178173,4.551722568371528
5,Not Graduate,1,6800000,22800000,14,382,5800000,Rejected,5800000,3.352940683391076,3.9310338049941715
1,Not Graduate,0,7900000,20800000,18,538,10600000,Rejected,10600000,2.6329110591251825,1.962263965824154
0,Not Graduate,1,6200000,14900000,8,855,8200000,Approved,8200000,2.40322541883461,1.8170729491374453
1,Graduate,0,1000000,3000000,18,614,700000,Approved,700000,2.999997000003,4.285708163274053
2,Graduate,1,7800000,25400000,10,513,9800000,Rejected,9800000,3.2564098389218157,2.5918364702207684
5,Graduate,1,3000000,8800000,14,402,4200000,Rejected,4200000,2.9333323555558817,2.0952375963720007
5,Graduate,1,5700000,15000000,20,819,3400000,Approved,3400000,2.631578485687985,4.41176340830488
4,Not Graduate,0,6600000,25400000,12,622,7500000,Approved,7500000,3.8484842653811717,3.3866662151111715
4,Graduate,1,7100000,18200000,4,790,9600000,Approved,9600000,2.5633799206507155,1.895833135850715
3,Graduate,1,1300000,4800000,14,808,1500000,Approved,1500000,3.6923048520731907,3.199997866668089
2,Not Graduate,0,5200000,16800000,18,369,6800000,Rejected,6800000,3.230768609467575,2.4705878719723717
3,Graduate,0,5600000,20300000,4,330,4200000,Approved,4200000,3.624999352678687,4.833332182539957
2,Graduate,0,7100000,16500000,14,857,8200000,Approved,8200000,2.323943334655868,2.0121948765616002
2,Graduate,0,5100000,19100000,8,457,7600000,Rejected,7600000,3.7450973048828815,2.5131575640582153
3,Not Graduate,1,7600000,29300000,8,843,11200000,Approved,11200000,3.8552626506233354,2.6160711949936433
0,Graduate,1,2500000,5400000,6,463,1800000,Rejected,1800000,2.1599991360003457,2.9999983333342595
3,Graduate,0,6900000,22800000,16,582,4400000,Approved,4400000,3.3043473471960367,5.181817004132499
0,Graduate,0,3100000,6500000,2,391,2400000,Rejected,2400000,2.096773517169833,2.7083322048615814
2,Graduate,1,9700000,35100000,20,612,6500000,Approved,6500000,3.6185563279838835,5.399999169230897
0,Not Graduate,1,5800000,12600000,2,859,4500000,Approved,4500000,2.1724134185494104,2.799999377777916
4,Not Graduate,0,7600000,18600000,18,779,10000000,Approved,10000000,2.447368099030513,1.8599998140000187
5,Not Graduate,0,700000,2800000,2,561,800000,Approved,800000,3.999994285722449,3.499995625005469
3,Graduate,0,2300000,5600000,18,420,2100000,Rejected,2100000,2.434781550094978,2.6666653968260015
3,Not Graduate,0,1600000,3300000,8,609,800000,Approved,800000,2.0624987109383057,4.124994843756445
